2025-09-21 01:30:46,987 - INFO - Successfully loaded environment variables from: C:\Users\ariro\OneDrive\Documents\Bible\.env
2025-09-21 01:30:46,988 - INFO - === PROCESSING DEUTERONOMY CHAPTER(S) [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34] WITH MULTI-MODEL API ===
2025-09-21 01:30:46,992 - INFO - Initializing Sefaria client...
2025-09-21 01:30:46,992 - INFO - Initializing Gemini multi-model API...
2025-09-21 01:30:46,993 - INFO - Creating database: deuteronomy_multi_multi_model_20250921_013046.db
2025-09-21 01:30:47,174 - INFO - --- Processing Deuteronomy 1 ---
2025-09-21 01:30:47,174 - INFO - Fetching text for Deuteronomy 1...
2025-09-21 01:30:47,561 - INFO - Retrieved 46 verses for Deuteronomy 1
2025-09-21 01:30:47,561 - INFO -   Processing Deuteronomy 1:1 (1/46)...
2025-09-21 01:32:02,945 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 371, 'output_tokens': 358, 'fallback_used': False}
2025-09-21 01:32:02,946 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:32:02,947 - INFO -       Instance 1: metaphor - 'I bear unaided the trouble of you, and the burden, and the bickering!'
2025-09-21 01:32:02,947 - INFO -   Processing Deuteronomy 1:13 (13/46)...
2025-09-21 01:32:08,657 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 425, 'output_tokens': 207, 'fallback_used': False}
2025-09-21 01:32:08,657 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:32:08,658 - INFO -       Instance 1: metaphor - 'as your heads'
2025-09-21 01:32:08,658 - INFO -   Processing Deuteronomy 1:14 (14/46)...
2025-09-21 01:32:10,858 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 377, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:32:10,859 - INFO -   Processing Deuteronomy 1:15 (15/46)...
2025-09-21 01:32:16,968 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 545, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:32:16,968 - INFO -   Processing Deuteronomy 1:16 (16/46)...
2025-09-21 01:32:22,707 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 448, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:32:22,707 - INFO -   Processing Deuteronomy 1:17 (17/46)...
2025-09-21 01:32:41,960 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 524, 'output_tokens': 467, 'fallback_used': False}
2025-09-21 01:32:41,961 - INFO -     FOUND: 2 figurative instances
2025-09-21 01:32:41,961 - INFO -       Instance 1: metaphor - 'be partial'
2025-09-21 01:32:41,962 - INFO -       Instance 2: metaphor - 'neither party / no human being'
2025-09-21 01:32:41,962 - INFO -   Processing Deuteronomy 1:18 (18/46)...
2025-09-21 01:32:44,306 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 376, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:32:44,307 - INFO -   Processing Deuteronomy 1:19 (19/46)...
2025-09-21 01:32:49,595 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 522, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:32:49,596 - INFO -   Processing Deuteronomy 1:20 (20/46)...
2025-09-21 01:32:52,474 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 391, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:32:52,475 - INFO -   Processing Deuteronomy 1:21 (21/46)...
2025-09-21 01:32:58,780 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 465, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:32:58,781 - INFO -   Processing Deuteronomy 1:22 (22/46)...
2025-09-21 01:33:05,731 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 550, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:33:05,732 - INFO -   Processing Deuteronomy 1:23 (23/46)...
2025-09-21 01:33:11,368 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 396, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:33:11,368 - INFO -   Processing Deuteronomy 1:24 (24/46)...
2025-09-21 01:33:14,205 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 388, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:33:14,206 - INFO -   Processing Deuteronomy 1:25 (25/46)...
2025-09-21 01:33:19,351 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 466, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:33:19,352 - INFO -   Processing Deuteronomy 1:26 (26/46)...
2025-09-21 01:33:29,749 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 367, 'output_tokens': 215, 'fallback_used': False}
2025-09-21 01:33:29,749 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:33:29,750 - INFO -       Instance 1: metaphor - 'the command of your God יהוה (lit. the mouth of Yahweh)'
2025-09-21 01:33:29,750 - INFO -   Processing Deuteronomy 1:27 (27/46)...
2025-09-21 01:33:42,642 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 481, 'output_tokens': 219, 'fallback_used': False}
2025-09-21 01:33:42,642 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:33:42,643 - INFO -       Instance 1: metaphor - 'in the hand of the Amorites'
2025-09-21 01:33:42,643 - INFO -   Processing Deuteronomy 1:28 (28/46)...
2025-09-21 01:33:55,624 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 506, 'output_tokens': 420, 'fallback_used': False}
2025-09-21 01:33:55,625 - INFO -     FOUND: 2 figurative instances
2025-09-21 01:33:55,625 - INFO -       Instance 1: metaphor - 'have taken the heart out of us (Lit. have melted our heart)'
2025-09-21 01:33:55,626 - INFO -       Instance 2: metaphor - 'sky-high (Lit. in the heavens)'
2025-09-21 01:33:55,626 - INFO -   Processing Deuteronomy 1:29 (29/46)...
2025-09-21 01:33:58,031 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 355, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:33:58,032 - INFO -   Processing Deuteronomy 1:30 (30/46)...
2025-09-21 01:34:03,678 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 439, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:03,679 - INFO -   Processing Deuteronomy 1:31 (31/46)...
2025-09-21 01:34:13,368 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 613, 'output_tokens': 328, 'fallback_used': False}
2025-09-21 01:34:13,369 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:34:13,369 - INFO -       Instance 1: simile - 'how your God יהוה carried you, as a householder carries his son'
2025-09-21 01:34:13,370 - INFO -   Processing Deuteronomy 1:32 (32/46)...
2025-09-21 01:34:15,815 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 361, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:15,816 - INFO -   Processing Deuteronomy 1:33 (33/46)...
2025-09-21 01:34:20,140 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 475, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:20,141 - INFO -   Processing Deuteronomy 1:34 (34/46)...
2025-09-21 01:34:23,770 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 371, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:23,770 - INFO -   Processing Deuteronomy 1:35 (35/46)...
2025-09-21 01:34:26,947 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 429, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:26,948 - INFO -   Processing Deuteronomy 1:36 (36/46)...
2025-09-21 01:34:35,884 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 468, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:35,885 - INFO -   Processing Deuteronomy 1:37 (37/46)...
2025-09-21 01:34:39,109 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 382, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:39,109 - INFO -   Processing Deuteronomy 1:38 (38/46)...
2025-09-21 01:34:44,046 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 423, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:44,047 - INFO -   Processing Deuteronomy 1:39 (39/46)...
2025-09-21 01:34:49,659 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 478, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:49,660 - INFO -   Processing Deuteronomy 1:40 (40/46)...
2025-09-21 01:34:52,430 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 368, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:52,431 - INFO -   Processing Deuteronomy 1:41 (41/46)...
2025-09-21 01:34:58,532 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 549, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:34:58,532 - INFO -   Processing Deuteronomy 1:42 (42/46)...
2025-09-21 01:35:06,209 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 457, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:35:06,209 - INFO -   Processing Deuteronomy 1:43 (43/46)...
2025-09-21 01:35:17,976 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 408, 'output_tokens': 234, 'fallback_used': False}
2025-09-21 01:35:17,977 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:35:17,978 - INFO -       Instance 1: metaphor - 'mouth of יהוה'
2025-09-21 01:35:17,978 - INFO -   Processing Deuteronomy 1:44 (44/46)...
2025-09-21 01:35:24,218 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 473, 'output_tokens': 212, 'fallback_used': False}
2025-09-21 01:35:24,219 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:35:24,220 - INFO -       Instance 1: simile - 'like so many bees'
2025-09-21 01:35:24,220 - INFO -   Processing Deuteronomy 1:45 (45/46)...
2025-09-21 01:35:38,567 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 403, 'output_tokens': 299, 'fallback_used': False}
2025-09-21 01:35:38,567 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:35:38,568 - INFO -       Instance 1: metaphor - 'or give ear to you'
2025-09-21 01:35:38,568 - INFO -   Processing Deuteronomy 1:46 (46/46)...
2025-09-21 01:35:44,373 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 377, 'output_tokens': 122, 'fallback_used': False}
2025-09-21 01:35:44,374 - INFO - Deuteronomy 1 COMPLETED: 15 figurative instances from 46 verses
2025-09-21 01:35:44,397 - INFO - --- Processing Deuteronomy 2 ---
2025-09-21 01:35:44,398 - INFO - Fetching text for Deuteronomy 2...
2025-09-21 01:35:44,809 - INFO - Retrieved 37 verses for Deuteronomy 2
2025-09-21 01:35:44,810 - INFO -   Processing Deuteronomy 2:1 (1/37)...
2025-09-21 01:35:48,070 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 467, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:35:48,085 - INFO -   Processing Deuteronomy 2:2 (2/37)...
2025-09-21 01:35:50,456 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 326, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:35:50,456 - INFO -   Processing Deuteronomy 2:3 (3/37)...
2025-09-21 01:35:54,252 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 354, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:35:54,253 - INFO -   Processing Deuteronomy 2:4 (4/37)...
2025-09-21 01:35:58,276 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 459, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:35:58,276 - INFO -   Processing Deuteronomy 2:5 (5/37)...
2025-09-21 01:36:04,015 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 450, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:36:04,015 - INFO -   Processing Deuteronomy 2:6 (6/37)...
2025-09-21 01:36:10,635 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 443, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:36:10,635 - INFO -   Processing Deuteronomy 2:7 (7/37)...
2025-09-21 01:36:19,227 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 510, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:36:19,227 - INFO -   Processing Deuteronomy 2:8 (8/37)...
2025-09-21 01:36:23,412 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 519, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:36:23,413 - INFO -   Processing Deuteronomy 2:9 (9/37)...
2025-09-21 01:36:27,427 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 491, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:36:27,428 - INFO -   Processing Deuteronomy 2:10 (10/37)...
2025-09-21 01:36:33,389 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 373, 'output_tokens': 203, 'fallback_used': False}
2025-09-21 01:36:33,390 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:36:33,391 - INFO -       Instance 1: simile - 'and as tall as the Anakites'
2025-09-21 01:36:33,392 - INFO -   Processing Deuteronomy 2:11 (11/37)...
2025-09-21 01:36:40,204 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 381, 'output_tokens': 257, 'fallback_used': False}
2025-09-21 01:36:40,205 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:36:40,205 - INFO -       Instance 1: simile - 'Like the Anakites'
2025-09-21 01:36:40,206 - INFO -   Processing Deuteronomy 2:12 (12/37)...
2025-09-21 01:36:50,398 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 519, 'output_tokens': 298, 'fallback_used': False}
2025-09-21 01:36:50,399 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:36:50,399 - INFO -       Instance 1: simile - 'just as Israel did in the land they were to possess'
2025-09-21 01:36:50,399 - INFO -   Processing Deuteronomy 2:13 (13/37)...
2025-09-21 01:36:54,586 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 379, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:36:54,587 - INFO -   Processing Deuteronomy 2:14 (14/37)...
2025-09-21 01:36:59,674 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 544, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:36:59,675 - INFO -   Processing Deuteronomy 2:15 (15/37)...
2025-09-21 01:37:08,395 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 384, 'output_tokens': 220, 'fallback_used': False}
2025-09-21 01:37:08,396 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:37:08,396 - INFO -       Instance 1: metonymy - 'the hand of יהוה'
2025-09-21 01:37:08,397 - INFO -   Processing Deuteronomy 2:16 (16/37)...
2025-09-21 01:37:11,763 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 394, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:37:11,764 - INFO -   Processing Deuteronomy 2:17 (17/37)...
2025-09-21 01:37:14,062 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 328, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:37:14,063 - INFO -   Processing Deuteronomy 2:18 (18/37)...
2025-09-21 01:37:16,226 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 346, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:37:16,227 - INFO -   Processing Deuteronomy 2:19 (19/37)...
2025-09-21 01:37:21,105 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 501, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:37:21,105 - INFO -   Processing Deuteronomy 2:20 (20/37)...
2025-09-21 01:37:24,914 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 420, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:37:24,915 - INFO -   Processing Deuteronomy 2:21 (21/37)...
2025-09-21 01:37:30,030 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 419, 'output_tokens': 197, 'fallback_used': False}
2025-09-21 01:37:30,030 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:37:30,031 - INFO -       Instance 1: simile - 'as tall as the Anakites'
2025-09-21 01:37:30,031 - INFO -   Processing Deuteronomy 2:22 (22/37)...
2025-09-21 01:37:34,626 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 483, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:37:34,626 - INFO -   Processing Deuteronomy 2:23 (23/37)...
2025-09-21 01:37:38,008 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 445, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:37:38,009 - INFO -   Processing Deuteronomy 2:24 (24/37)...
2025-09-21 01:37:51,958 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 483, 'output_tokens': 201, 'fallback_used': False}
2025-09-21 01:37:51,960 - INFO -     FOUND: 1 figurative instances
2025-09-21 01:37:51,960 - INFO -       Instance 1: metaphor - 'into your power (lit. into your hand)'
2025-09-21 01:37:51,960 - INFO -   Processing Deuteronomy 2:25 (25/37)...
2025-09-21 01:37:58,013 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 471, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:37:58,014 - INFO -   Processing Deuteronomy 2:26 (26/37)...
2025-09-21 01:38:03,004 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 408, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:38:03,005 - INFO -   Processing Deuteronomy 2:27 (27/37)...
2025-09-21 01:38:06,888 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 391, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:38:06,889 - INFO -   Processing Deuteronomy 2:28 (28/37)...
2025-09-21 01:38:11,472 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 429, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:38:11,472 - INFO -   Processing Deuteronomy 2:29 (29/37)...
2025-09-21 01:38:15,670 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 502, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:38:15,671 - INFO -   Processing Deuteronomy 2:30 (30/37)...
2025-09-21 01:38:30,188 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 506, 'output_tokens': 655, 'fallback_used': False}
2025-09-21 01:38:30,188 - INFO -     FOUND: 3 figurative instances
2025-09-21 01:38:30,189 - INFO -       Instance 1: metaphor - 'had stiffened his will'
2025-09-21 01:38:30,189 - INFO -       Instance 2: metaphor - 'and hardened his heart'
2025-09-21 01:38:30,190 - INFO -       Instance 3: metaphor - 'into your power'
2025-09-21 01:38:30,190 - INFO -   Processing Deuteronomy 2:31 (31/37)...
2025-09-21 01:38:35,486 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 427, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:38:35,487 - INFO -   Processing Deuteronomy 2:32 (32/37)...
2025-09-21 01:38:38,370 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 370, 'output_tokens': 1, 'fallback_used': False}
2025-09-21 01:38:38,371 - INFO -   Processing Deuteronomy 2:33 (33/37)...
2025-09-21 01:38:42,756 - INFO -     API Metadata: {'model_used': 'gemini-2.5-flash', 'context': 'narrative', 'retries': 0, 'input_tokens': 398, 'output_tokens': 1, 'fallback_used': False}
